"transactionid","operationid","transactiontype","senderid","recipientid","tokenamount","transferaction","message","createdat","transactioncategory"
"841f4ab6-0fef-4b91-8630-690eafe19a89","157f260c-27a8-47c0-81c3-e559f551b6e1","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","a2cdfe51-34cf-4831-9c1c-99688d0284f0","3614.7900000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.932086","P2P_TRANSFER"
"f7acf118-a1c5-4534-b649-9fbb47774956","feeafa22-3c8c-4822-9079-de6ce5ac05b2","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","73.4100000000","BURN_FEE",NULL,"2025-09-02 13:16:49.912843","FEE"
"8941a498-6c63-4680-8888-38a2c7cfbb8d","feeafa22-3c8c-4822-9079-de6ce5ac05b2","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","146.8200000000","PEER_FEE",NULL,"2025-09-02 13:16:49.901346","FEE"
"67200e8e-1ea9-4d68-aa04-6d26a6f35056","feeafa22-3c8c-4822-9079-de6ce5ac05b2","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","73.4100000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.884211","FEE"
"66c873e6-0768-437a-98d1-2fa7ce482c22","feeafa22-3c8c-4822-9079-de6ce5ac05b2","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","aef0eeb0-ca53-4576-8650-cd5442ed285e","7414.4100000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.874667","P2P_TRANSFER"
"d5bdce75-9149-41db-8fd8-2123b0177ec9","8a868006-3e7c-471f-8de9-e03cdf5c2529","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","113.9400000000","BURN_FEE",NULL,"2025-09-02 13:16:49.855531","FEE"
"3dc2db74-12ef-4d73-99ec-81d3211e712f","8a868006-3e7c-471f-8de9-e03cdf5c2529","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","227.8800000000","PEER_FEE",NULL,"2025-09-02 13:16:49.846548","FEE"
"54270e3f-d3eb-4060-95f4-ba061ea3479c","8a868006-3e7c-471f-8de9-e03cdf5c2529","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","113.9400000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.827658","FEE"
"11a7da75-1544-4a8e-9798-b83e5c5ccd9f","8a868006-3e7c-471f-8de9-e03cdf5c2529","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","078a8c13-04c6-4540-9afa-7d6c32a623d8","11507.9400000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.817332","P2P_TRANSFER"
"d3a10640-8b60-4ab7-91ca-990a3d72d6fe","c280fb8a-db06-45ff-86f2-e304f1e6417b","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","118.5300000000","BURN_FEE",NULL,"2025-09-02 13:16:49.797708","FEE"
"84ff67c6-4639-476e-9386-af8f5943cd5f","c280fb8a-db06-45ff-86f2-e304f1e6417b","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","237.0600000000","PEER_FEE",NULL,"2025-09-02 13:16:49.788228","FEE"
"01472112-c7a2-4aaa-9f1e-b8da939f6234","c280fb8a-db06-45ff-86f2-e304f1e6417b","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","118.5300000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.770661","FEE"
"c1d1c7fe-44cd-47fd-a9f8-c94e72f6e066","c280fb8a-db06-45ff-86f2-e304f1e6417b","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","972395ff-f441-4684-aab1-0bc795e5330a","11971.5300000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.760735","P2P_TRANSFER"
"95a70663-96dc-4f67-b42c-395daf0655d1","a17cb82e-d3c0-4217-aafd-b08d8b38c0bf","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","139.4900000000","BURN_FEE",NULL,"2025-09-02 13:16:49.738914","FEE"
"6b466c45-b247-466c-9918-3e53d5fdf61b","a17cb82e-d3c0-4217-aafd-b08d8b38c0bf","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","278.9800000000","PEER_FEE",NULL,"2025-09-02 13:16:49.72869","FEE"
"15e63cb6-66da-46e7-ad26-8a69d3860ac0","a17cb82e-d3c0-4217-aafd-b08d8b38c0bf","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","139.4900000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.709013","FEE"
"f0b72738-3d8e-4f4e-bd24-b12f83547a9f","a17cb82e-d3c0-4217-aafd-b08d8b38c0bf","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","cb595e3a-e6d6-49e2-b12c-1f05e783ab73","14088.4900000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.696843","P2P_TRANSFER"
"1594602f-22ab-4056-845f-2756ec65ae8f","9c9ddf82-bbfb-4fb5-83b7-29b271e3ce1f","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","149.7900000000","BURN_FEE",NULL,"2025-09-02 13:16:49.676805","FEE"
"ecc80635-b549-46c9-88c3-1f185669aba9","9c9ddf82-bbfb-4fb5-83b7-29b271e3ce1f","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","299.5800000000","PEER_FEE",NULL,"2025-09-02 13:16:49.667807","FEE"
"171dd701-b6e3-4713-8fa6-70d1bd8b230a","9c9ddf82-bbfb-4fb5-83b7-29b271e3ce1f","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","149.7900000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.649256","FEE"
"91881fb2-2afd-4866-8fe6-c492cdc0089a","9c9ddf82-bbfb-4fb5-83b7-29b271e3ce1f","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","6120d4e3-829e-4263-8cab-fffe96a35cdc","15128.7900000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.638812","P2P_TRANSFER"
"df5ebf66-7657-49b0-ba09-4e57b86329f6","82b6c888-914b-4c8e-9e07-7efa1645f9d8","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","263.9300000000","BURN_FEE",NULL,"2025-09-02 13:16:49.618987","FEE"
"9c53eff3-a28d-42ca-8225-9bde3ffe1fc8","82b6c888-914b-4c8e-9e07-7efa1645f9d8","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","527.8600000000","PEER_FEE",NULL,"2025-09-02 13:16:49.61006","FEE"
"00d56d18-7471-4646-b563-684003187bac","82b6c888-914b-4c8e-9e07-7efa1645f9d8","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","263.9300000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.593336","FEE"
"3568f458-da33-418e-aaa1-d33c1b46bd08","82b6c888-914b-4c8e-9e07-7efa1645f9d8","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","ed28bea2-0fb0-4c72-a9ce-b3c9d008d747","26656.9300000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.583805","P2P_TRANSFER"
"e6485b80-0639-4dc5-ab40-ed03a43e6589","7679e637-7d80-4c84-ba3b-3ad5e5d05ae0","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","315.0600000000","BURN_FEE",NULL,"2025-09-02 13:16:49.564583","FEE"
"8b4b6996-9801-49a3-9906-2edbc1d02ea1","7679e637-7d80-4c84-ba3b-3ad5e5d05ae0","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","630.1200000000","PEER_FEE",NULL,"2025-09-02 13:16:49.556174","FEE"
"b69b77c0-6293-49c6-bc2a-be5c2aa23981","7679e637-7d80-4c84-ba3b-3ad5e5d05ae0","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","315.0600000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.538753","FEE"
"7c6cf96e-b252-4ffa-9362-5c80bb92243d","7679e637-7d80-4c84-ba3b-3ad5e5d05ae0","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","752b92de-af01-40db-9a4d-8d74113863a6","31821.0600000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.528926","P2P_TRANSFER"
"3b7398a6-863b-45c6-b159-4f75fc9edac3","51c975e8-8e4a-47c7-b07e-57dd5c17a881","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","375.5600000000","BURN_FEE",NULL,"2025-09-02 13:16:49.508706","FEE"
"522927c6-ecdc-4e1c-8fe2-e4b485f138bd","51c975e8-8e4a-47c7-b07e-57dd5c17a881","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","751.1200000000","PEER_FEE",NULL,"2025-09-02 13:16:49.498765","FEE"
"751c9687-e9b2-4065-841f-c48a690dc84b","51c975e8-8e4a-47c7-b07e-57dd5c17a881","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","375.5600000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.481161","FEE"
"defe1e5c-2f6f-4e0e-87c0-645e56cf7ab0","51c975e8-8e4a-47c7-b07e-57dd5c17a881","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","57174a04-9dff-4d69-a6e9-3da3769d6f76","37931.5600000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.471475","P2P_TRANSFER"
"e1fe729d-e907-46b5-ad21-2cec50d5cea9","1fdc468c-d227-460a-bffe-308ef4df6003","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","383.7800000000","BURN_FEE",NULL,"2025-09-02 13:16:49.447452","FEE"
"3f0dccf4-ecc8-4f0f-997a-8ff3284d861c","1fdc468c-d227-460a-bffe-308ef4df6003","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","767.5600000000","PEER_FEE",NULL,"2025-09-02 13:16:49.43747","FEE"
"4159f100-8fe2-461d-8595-d268e7fad08c","1fdc468c-d227-460a-bffe-308ef4df6003","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","383.7800000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.418018","FEE"
"c3dddbd5-c560-41bc-a910-736aa18497d9","1fdc468c-d227-460a-bffe-308ef4df6003","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","ec03f0f6-b581-43d8-a6b6-22b12e12e2eb","38761.7800000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.407348","P2P_TRANSFER"
